left,right
29760231492592000,29760231492592000
29860231525921000,29860231525921000
29960231559250000,29960231559250000
30060231592597000,30060231592597000
30160231625927000,30160231625927000
30260231659256000,30260231659256000
30360231692585000,30360231692585000
30460231725914000,30460231725914000
30560231759243000,30560231759243000
30660231792590000,30660231792590000
30760231825920000,30760231825920000
30860231859249000,30860231859249000
30960231892578000,30960231892578000
31060231925907000,31060231925907000
31160231959254000,31160231959254000
31260231992583000,31260231992583000
31360232025912000,31360232025912000
31460232059242000,31460232059242000
31560232092571000,31560232092571000
31660232125918000,31660232125918000
31760232159247000,31760232159247000
31860232192576000,31860232192576000
31960232225905000,31960232225905000
32060232259234000,32060232259234000
32160232292564000,32160232292564000
32260232325911000,32260232325911000
32360232359240000,32360232359240000
32460232392569000,32460232392569000
32560232425898000,32560232425898000
32660232459227000,32660232459227000
32760232492575000,32760232492575000
32860232525904000,32860232525904000
32960232559233000,32960232559233000
33060232592562000,33060232592562000
33160232625891000,33160232625891000
33260232659220000,33260232659220000
33360232692568000,33360232692568000
33460232725897000,33460232725897000
33560232759226000,33560232759226000
33660232792555000,33660232792555000
33760232825884000,33760232825884000
33860232859231000,33860232859231000
33960232892560000,33960232892560000
34060232925890000,34060232925890000
34160232959219000,34160232959219000
34260232992548000,34260232992548000
34360233025895000,34360233025895000
34460233059224000,34460233059224000
34560233092553000,34560233092553000
34660233125882000,34660233125882000
34760233159212000,34760233159212000
34860233192541000,34860233192541000
34960233225888000,34960233225888000
35060233259217000,35060233259217000
35160233292546000,35160233292546000
35260233325875000,35260233325875000
35360233359204000,35360233359204000
35460233392552000,35460233392552000
35560233425881000,35560233425881000
35660233459210000,35660233459210000
35760233492539000,35760233492539000
35860233525868000,35860233525868000
35960233559197000,35960233559197000
36060233592545000,36060233592545000
36160233625874000,36160233625874000
36260233659203000,36260233659203000
36360233692532000,36360233692532000
36460233725861000,36460233725861000
36560233759208000,36560233759208000
36660233792537000,36660233792537000
36760233825867000,36760233825867000
36860233859196000,36860233859196000
36960233892525000,36960233892525000
37060233925872000,37060233925872000
37160233959201000,37160233959201000
37260233992530000,37260233992530000
37360234025860000,37360234025860000
37460234059189000,37460234059189000
37560234092518000,37560234092518000
37660234125865000,37660234125865000
37760234159194000,37760234159194000
37860234192523000,37860234192523000
37960234225852000,37960234225852000
38060234259182000,38060234259182000
38160234292529000,38160234292529000
38260234325858000,38260234325858000
38360234359187000,38360234359187000
38460234392516000,38460234392516000
38560234425845000,38560234425845000
38660234459174000,38660234459174000
38760234492522000,38760234492522000
38860234525851000,38860234525851000
38960234559180000,38960234559180000
39060234592509000,39060234592509000
39160234625838000,39160234625838000
39260234659185000,39260234659185000
39360234692515000,39360234692515000
39460234725844000,39460234725844000
39560234759173000,39560234759173000
39660234792502000,39660234792502000
39760234825849000,39760234825849000
39860234859178000,39860234859178000
39960234892508000,39960234892508000
40060234925837000,40060234925837000
40160234959166000,40160234959166000
40260234992495000,40260234992495000
40360235025842000,40360235025842000
40460235059171000,40460235059171000
40560235092500000,40560235092500000
40660235125830000,40660235125830000
40760235159159000,40760235159159000
40860235192513000,40860235192513000
40960235225842000,40960235225842000
41060235259172000,41060235259172000
41160235292501000,41160235292501000
41260235325830000,41260235325830000
41360235359152000,41360235359152000
41460235392506000,41460235392506000
41560235425835000,41560235425835000
41660235459164000,41660235459164000
41760235492493000,41760235492493000
41860235525822000,41860235525822000
41960235559170000,41960235559170000
42060235592499000,42060235592499000
42160235625828000,42160235625828000
42260235659157000,42260235659157000
42360235692486000,42360235692486000
42460235725833000,42460235725833000
42560235759162000,42560235759162000
42660235792491000,42660235792491000
42760235825820000,42760235825820000
42860235859149000,42860235859149000
42960235892472000,42960235892472000
43060235925826000,43060235925826000
43160235959155000,43160235959155000
43260235992484000,43260235992484000
43360236025813000,43360236025813000
43460236059142000,43460236059142000
43560236092489000,43560236092489000
43660236125818000,43660236125818000
43760236159147000,43760236159147000
43860236192477000,43860236192477000
43960236225806000,43960236225806000
44060236259129000,44060236259129000
44160236292482000,44160236292482000
44260236325811000,44260236325811000
44360236359140000,44360236359140000
44460236392469000,44460236392469000
44560236425792000,44560236425792000
44660236459145000,44660236459145000
44760236492475000,44760236492475000
44860236525804000,44860236525804000
44960236559133000,44960236559133000
45060236592462000,45060236592462000
45160236625809000,45160236625809000
45260236659138000,45260236659138000
45360236692467000,45360236692467000
45460236725796000,45460236725796000
45560236759125000,45560236759125000
45660236792449000,45660236792449000
45760236825802000,45760236825802000
45860236859131000,45860236859131000
45960236892460000,45960236892460000
46060236925789000,46060236925789000
46160236959113000,46160236959113000
46260236992465000,46260236992465000
46360237025794000,46360237025794000
46460237059123000,46460237059123000
46560237092452000,46560237092452000
46660237125782000,46660237125782000
46760237159106000,46760237159106000
46860237192458000,46860237192458000
46960237225787000,46960237225787000
47060237259116000,47060237259116000
47160237292445000,47160237292445000
47260237325770000,47260237325770000
47360237359121000,47360237359121000
47460237392451000,47460237392451000
47560237425780000,47560237425780000
47660237459109000,47660237459109000
47760237492434000,47760237492434000
47860237525785000,47860237525785000
47960237559114000,47960237559114000
48060237592443000,48060237592443000
48160237625772000,48160237625772000
48260237659101000,48260237659101000
48360237692426000,48360237692426000
48460237725778000,48460237725778000
48560237759107000,48560237759107000
48660237792436000,48660237792436000
48760237825765000,48760237825765000
48860237859090000,48860237859090000
48960237892441000,48960237892441000
49060237925770000,49060237925770000
49160237959099000,49160237959099000
49260237992428000,49260237992428000
49360238025754000,49360238025754000
49460238059083000,49460238059083000
49560238092434000,49560238092434000
49660238125763000,49660238125763000
49760238159092000,49760238159092000
49860238192421000,49860238192421000
49960238225747000,49960238225747000
50060238259097000,50060238259097000
50160238292426000,50160238292426000
50560238425761000,50560238425761000
50660238459090000,50660238459090000
50760238492419000,50760238492419000
50860238525748000,50860238525748000
50960238559074000,50960238559074000
51060238592403000,51060238592403000
51160238625754000,51160238625754000
51260238659083000,51260238659083000
51360238692412000,51360238692412000
51460238725741000,51460238725741000
51560238759067000,51560238759067000
51660238792417000,51660238792417000
51760238825746000,51760238825746000
51860238859075000,51860238859075000
51960238892404000,51960238892404000
52060238925731000,52060238925731000
52160238959060000,52160238959060000
52260238992410000,52260238992410000
52360239025739000,52360239025739000
52460239059068000,52460239059068000
52560239092395000,52560239092395000
52660239125724000,52660239125724000
52760239159073000,52760239159073000
52860239192402000,52860239192402000
52960239225731000,52960239225731000
53060239259061000,53060239259061000
53160239292388000,53160239292388000
53260239325737000,53260239325737000
53360239359066000,53360239359066000
53460239392395000,53460239392395000
53560239425724000,53560239425724000
53660239459051000,53660239459051000
53760239492380000,53760239492380000
53860239525729000,53860239525729000
53960239559059000,53960239559059000
54060239592388000,54060239592388000
54160239625715000,54160239625715000
54260239659044000,54260239659044000
54360239692393000,54360239692393000
54460239725722000,54460239725722000
54560239759051000,54560239759051000
54660239792380000,54660239792380000
54760239825708000,54760239825708000
54860239859037000,54860239859037000
54960239892386000,54960239892386000
55060239925715000,55060239925715000
55160239959044000,55160239959044000
55260239992372000,55260239992372000
55360240025701000,55360240025701000
55460240059049000,55460240059049000
55560240092378000,55560240092378000
55660240125707000,55660240125707000
55760240159036000,55760240159036000
55860240192365000,55860240192365000
55960240225713000,55960240225713000
56060240259042000,56060240259042000
56160240292371000,56160240292371000
56260240325700000,56260240325700000
56360240359028000,56360240359028000
56460240392358000,56460240392358000
56560240425705000,56560240425705000
56660240459035000,56660240459035000
56760240492364000,56760240492364000
56860240525692000,56860240525692000
56960240559021000,56960240559021000
57060240592369000,57060240592369000
57160240625698000,57160240625698000
57260240659027000,57260240659027000
57360240692356000,57360240692356000
57460240725685000,57460240725685000
57560240759014000,57560240759014000
57660240792362000,57660240792362000
57760240825691000,57760240825691000
57860240859020000,57860240859020000
57960240892349000,57960240892349000
58060240925678000,58060240925678000
58160240959025000,58160240959025000
58260240992354000,58260240992354000
58360241025684000,58360241025684000
58460241059013000,58460241059013000
58560241092342000,58560241092342000
58660241125689000,58660241125689000
58760241159018000,58760241159018000
58860241192347000,58860241192347000
58960241225676000,58960241225676000
59060241259006000,59060241259006000
59160241292335000,59160241292335000
59260241325682000,59260241325682000
59360241359011000,59360241359011000
59460241392340000,59460241392340000
59560241425669000,59560241425669000
59660241458998000,59660241458998000
59760241492346000,59760241492346000
59860241525675000,59860241525675000
59960241559004000,59960241559004000
60060241592333000,60060241592333000
60160241625662000,60160241625662000
60260241658991000,60260241658991000
60360241692339000,60360241692339000
60460241725668000,60460241725668000
60560241758997000,60560241758997000
60660241792326000,60660241792326000
60760241825655000,60760241825655000
60860241859002000,60860241859002000
60960241892332000,60960241892332000
61060241925661000,61060241925661000
61160241958990000,61160241958990000
61260241992319000,61260241992319000
61360242025666000,61360242025666000
61460242058995000,61460242058995000
61560242092324000,61560242092324000
61660242125653000,61660242125653000
61760242158983000,61760242158983000
61860242192312000,61860242192312000
61960242225659000,61960242225659000
62060242258988000,62060242258988000
62160242292317000,62160242292317000
62260242325646000,62260242325646000
62360242358976000,62360242358976000
62460242392323000,62460242392323000
62560242425652000,62560242425652000
62660242458981000,62660242458981000
62760242492310000,62760242492310000
62860242525639000,62860242525639000
62960242558969000,62960242558969000
63060242592316000,63060242592316000
63160242625645000,63160242625645000
63260242658974000,63260242658974000
63360242692303000,63360242692303000
63460242725632000,63460242725632000
63560242758980000,63560242758980000
63660242792309000,63660242792309000
63760242825638000,63760242825638000
63860242858967000,63860242858967000
63960242892296000,63960242892296000
64060242925643000,64060242925643000
64160242958972000,64160242958972000
64260242992302000,64260242992302000
64360243025631000,64360243025631000
64460243058960000,64460243058960000
64560243092289000,64560243092289000
64660243125636000,64660243125636000
64760243158965000,64760243158965000
64860243192294000,64860243192294000
64960243225624000,64960243225624000
65060243258953000,65060243258953000
65160243292300000,65160243292300000
65260243325629000,65260243325629000
65360243358958000,65360243358958000
65460243392287000,65460243392287000
65560243425616000,65560243425616000
65660243458946000,65660243458946000
65760243492293000,65760243492293000
65860243525622000,65860243525622000
65960243558951000,65960243558951000
66060243592280000,66060243592280000
66160243625609000,66160243625609000
66260243658957000,66260243658957000
66360243692286000,66360243692286000
66460243725615000,66460243725615000
66560243758944000,66560243758944000
66660243792273000,66660243792273000
66760243825620000,66760243825620000
66860243858950000,66860243858950000
66960243892279000,66960243892279000
67060243925608000,67060243925608000
67160243958937000,67160243958937000
67260243992266000,67260243992266000
67360244025613000,67360244025613000
67460244058942000,67460244058942000
67560244092272000,67560244092272000
67660244125601000,67660244125601000
67760244158930000,
